NC_133176.1	188558	193571	141383674	0	-	0.001669484362	12.47633136	338
NC_133176.1	197056	202293	192301	0	-	0.0005884600217	16.29813665	322
NC_133176.1	202375	206786	386640	0	+	.	.	0
NC_133176.1	208979	214254	100001781	0	+	.	.	0
NC_133176.1	217750	224411	550463	0	+	.	.	0
NC_133176.1	226818	229274	550239	0	+	.	.	0
NC_133176.1	229395	234639	323208	0	-	0.001890330673	17.47474747	396
NC_133176.1	234921	239914	393364	0	-	0.001206282302	13.46575342	365
NC_133176.1	240911	255173	100332762	0	-	0.001882124549	15.55781585	934
NC_133176.1	255789	261607	407680	0	-	0.005964728784	10.68791946	298
NC_133176.1	281231	311297	100144570	0	+	.	.	0
NC_133176.1	313742	320662	792623	0	+	.	.	0
NC_133176.1	321913	335566	30715	0	+	.	.	0
NC_133176.1	335659	338327	792477	0	-	0.001623764527	10.89247312	186
NC_133176.1	341685	354688	100101654	0	-	0.002994864613	7.101960784	510
NC_133176.1	355231	358804	791208	0	-	0.003352687876	8.928571429	252
NC_133176.1	359082	360040	100332229	0	+	.	.	0
NC_133176.1	361556	371876	335153	0	-	0.002171725186	10.49458484	554
NC_133176.1	366114	373151	101885776	0	+	.	.	0
NC_133176.1	377229	386997	100038778	0	+	.	.	0
NC_133176.1	387818	393105	114423	0	+	.	.	0
NC_133176.1	395095	401941	282671	0	+	.	.	0
NC_133176.1	403879	412290	282670	0	+	.	.	0
NC_133176.1	414407	422123	558106	0	+	.	.	0
NC_133176.1	422123	427659	492509	0	-	0.003604488217	12.98480243	329
NC_133176.1	427844	438958	394002	0	+	.	.	0
NC_133176.1	442034	455148	324985	0	+	.	.	0
NC_133176.1	456259	463319	406711	0	-	0	5.986607143	224
NC_133176.1	468590	477556	450012	0	-	0.0004036541321	9.470363289	523
NC_133176.1	477518	484668	141383747	0	+	.	.	0
NC_133176.1	479524	486266	415246	0	-	0.004438339438	6.838461538	260
NC_133176.1	485724	497506	564309	0	+	.	.	0
NC_133176.1	497688	513231	393749	0	+	.	.	0
NC_133176.1	515712	529658	564152	0	+	.	.	0
