NC_133176.1	188558	193571	141383674	0	-	0.04799341153	19.84313725	51
NC_133176.1	197056	202293	192301	0	-	0.1011870179	23.5026738	187
NC_133176.1	202375	206786	386640	0	+	0.101075975	22.08290155	193
NC_133176.1	208979	214254	100001781	0	+	0.09009515282	23.49261084	203
NC_133176.1	217750	224411	550463	0	+	0.09122795985	28.88477366	243
NC_133176.1	226818	229274	550239	0	+	0.05612393959	27.58139535	86
NC_133176.1	229395	234639	323208	0	-	0.1167900482	26.93333333	255
NC_133176.1	234921	239914	393364	0	-	0.09514928655	22.05232558	172
NC_133176.1	240911	255173	100332762	0	-	0.09725921682	21.45808383	334
NC_133176.1	255789	261607	407680	0	-	0.04494064441	20.695	200
NC_133176.1	281231	311297	100144570	0	+	0.1320747921	22.42211838	642
NC_133176.1	313742	320662	792623	0	+	0.08775252525	9.974137931	232
NC_133176.1	321913	335566	30715	0	+	0.09938377067	15.78139535	430
NC_133176.1	335659	338327	792477	0	-	0.1426199972	19.50549451	91
NC_133176.1	341685	354688	100101654	0	-	0.1355294765	13.28282828	198
NC_133176.1	355231	358804	791208	0	-	0.1424578333	20.66666667	99
NC_133176.1	359082	360040	100332229	0	+	0.07671688381	18.86842105	38
NC_133176.1	361556	371876	335153	0	-	0.09899642512	18.965625	320
NC_133176.1	366114	373151	101885776	0	+	0.1104578314	18.13157895	152
NC_133176.1	377229	386997	100038778	0	+	0.06774795651	16.97129187	209
NC_133176.1	387818	393105	114423	0	+	0.05845630887	21.84736842	190
NC_133176.1	395095	401941	282671	0	+	0.08443288762	17.35333333	150
NC_133176.1	403879	412290	282670	0	+	0.05695658044	18.63101604	187
NC_133176.1	414407	422123	558106	0	+	0.05763379426	20.83333333	174
NC_133176.1	422123	427659	492509	0	-	0.06373884072	21.24489796	98
NC_133176.1	427844	438958	394002	0	+	0.1287450831	20.67844523	283
NC_133176.1	442034	455148	324985	0	+	0.1161462863	14.95959596	198
NC_133176.1	456259	463319	406711	0	-	0.1204991675	7.62	150
NC_133176.1	468590	477556	450012	0	-	0.1150086656	12.68508287	181
NC_133176.1	477518	484668	141383747	0	+	0.136829404	8.779816514	109
NC_133176.1	479524	486266	415246	0	-	0.1158066257	7.092436975	119
NC_133176.1	485724	497506	564309	0	+	0.05737850392	13.70498084	261
NC_133176.1	497688	513231	393749	0	+	0.04858639513	12.68525896	251
NC_133176.1	515712	529658	564152	0	+	0.06601386553	14.53754941	253
NC_133176.1	531528	567628	767754	0	+	0.05826173829	11.70717131	502
NC_133176.1	568323	587190	103911743	0	+	0.07559121031	15.38403042	263
NC_133176.1	587410	612880	335830	0	-	0.07708522619	10.55115512	303
NC_133176.1	613575	617830	141383826	0	+	0.05374902875	9	52
NC_133176.1	617903	628646	768180	0	-	0.09760624652	13.49236641	262
NC_133176.1	630297	685885	100318936	0	-	0.1312793253	14.08133472	959
NC_133176.1	693651	719154	100331669	0	+	0.1065671211	11.70481928	498
NC_133176.1	718568	737755	100149425	0	-	0.05355120562	13.125	288
NC_133176.1	742269	747209	436634	0	-	0.07472222222	7	40
NC_133176.1	749354	769616	541502	0	-	0.07035014225	11.01791045	335
NC_133176.1	769632	780958	114452	0	+	0.07507449704	16.48627451	255
NC_133176.1	784358	789124	492460	0	-	0.09568036323	16.32258065	124
NC_133176.1	789323	800216	641329	0	+	0.06969324001	13.41919192	198
NC_133176.1	794190	799771	572312	0	-	0.09984696356	11.66666667	102
NC_133176.1	800036	806277	493604	0	+	0.06731562963	10.93103448	116
NC_133176.1	808103	824995	101885540	0	+	0.04085645084	12.82817869	291
NC_133176.1	827442	833849	101885604	0	-	0.04949462514	9.746753247	154
NC_133176.1	851959	852037	100033679	0	+	0	5	1
NC_133176.1	856190	866850	334588	0	+	0.07690636595	12.87692308	195
NC_133176.1	870923	886150	100005261	0	+	0.08084832897	18.37162162	296
NC_133176.1	888240	892497	406599	0	-	0.07962407819	11.90789474	76
NC_133176.1	895712	938328	58083	0	-	0.1555382224	15.06111834	769
NC_133176.1	931317	935043	141383918	0	+	0.1486597367	9.522727273	44
NC_133176.1	939912	951327	405818	0	-	0.07717065197	12.01744186	172
NC_133176.1	953798	966292	565145	0	-	0.03749884783	18.80294118	340
NC_133176.1	968735	1013664	565053	0	-	0.08979553587	12.20143885	834
NC_133176.1	1107566	1110307	137495378	0	-	0.1052631579	5	19
NC_133176.1	1156020	1312802	436775	0	+	0.07840444213	11.58464567	2540
NC_133176.1	1314904	1349146	58141	0	-	0.08098066094	11.64225352	710
NC_133176.1	1350911	1358690	100332351	0	-	0.04074546485	7.178571429	140
NC_133176.1	1372654	1373879	101882330	0	-	0.01904761905	11	11
NC_133176.1	1437748	1842189	767777	0	-	0.09665451645	10.78694158	5238
NC_133176.1	1652105	1653156	141384273	0	+	.	.	0
NC_133176.1	1653459	1654519	137495379	0	+	.	.	0
NC_133176.1	1841623	1940296	141384236	0	+	0.08600437191	10.66863517	1524
NC_133176.1	1957976	1972776	795664	0	+	0.07453054464	7.977443609	133
NC_133176.1	1974678	2002624	565999	0	+	0.08690735357	9.750750751	333
NC_133176.1	2006207	2023528	795531	0	-	0.06398310065	10.12132353	272
NC_133176.1	2026073	2038105	110439729	0	-	0.04353070175	6.256578947	152
NC_133176.1	2043817	2267823	58126	0	-	0.08328110944	10.50452196	3096
NC_133176.1	2260034	2260115	100628775	0	+	.	.	0
NC_133176.1	2284670	2299345	100001008	0	+	0.06376696637	8.904	125
NC_133176.1	2302501	2331386	100333907	0	-	0.06528180425	9.174392936	453
NC_133176.1	2306476	2311113	141384037	0	+	0.02642888512	7.756521739	115
NC_133176.1	2331096	2361176	336348	0	+	0.1170375322	8.4	510
NC_133176.1	2365650	2369008	336928	0	-	0.05562319625	7.75	24
NC_133176.1	2398534	2424014	137495381	0	+	0.05853393451	16.94054054	370
NC_133176.1	2425870	2442276	64615	0	+	0.07676234311	11.73333333	255
NC_133176.1	2448285	2467681	64612	0	+	0.1541519108	19.28199052	422
