NC_133176.1	5292	5718	cgi1	.	.	0
NC_133176.1	24451	24977	cgi2	.	.	0
NC_133176.1	42074	42500	cgi3	.	.	0
NC_133176.1	47843	48369	cgi4	.	.	0
NC_133176.1	65518	65963	cgi5	.	.	0
NC_133176.1	94829	95255	cgi6	.	.	0
NC_133176.1	101199	101625	cgi7	.	.	0
NC_133176.1	108190	108428	cgi8	.	.	0
NC_133176.1	119320	119746	cgi9	.	.	0
NC_133176.1	131007	131213	cgi10	.	.	0
NC_133176.1	136559	136985	cgi11	.	.	0
NC_133176.1	142947	143373	cgi12	.	.	0
NC_133176.1	149319	149745	cgi13	0.01785714286	7.583333333	36
NC_133176.1	161574	162099	cgi14	.	.	0
NC_133176.1	173275	173701	cgi15	.	.	0
NC_133176.1	185375	186337	cgi16	0.0078892372	10.05172414	58
NC_133176.1	202356	202582	cgi17	0.003496503497	12.59090909	22
NC_133176.1	209002	209325	cgi18	0	14.59259259	27
NC_133176.1	217779	218037	cgi19	0	16.84	25
NC_133176.1	223050	223409	cgi20	0.1653513322	17.07407407	27
NC_133176.1	229702	230057	cgi21	0.1779022616	14.14705882	34
NC_133176.1	231338	231652	cgi22	0.2028567402	13.5	30
NC_133176.1	234152	234797	cgi23	0	18.37288136	59
NC_133176.1	235881	236293	cgi24	0.09256913901	14.25641026	39
NC_133176.1	252813	253137	cgi25	0.1598965908	13.5625	32
NC_133176.1	254747	255061	cgi26	0	14.60714286	28
NC_133176.1	257111	258031	cgi27	0.02909383705	13.6969697	99
NC_133176.1	308128	308508	cgi28	0.1197682246	10.32258065	31
NC_133176.1	316023	316242	cgi29	0.1814732143	6.8125	16
NC_133176.1	317918	319443	cgi30	0.04755102041	5.557142857	70
NC_133176.1	319908	320111	cgi31	0	5	10
NC_133176.1	322159	322401	cgi32	0	6.965517241	29
NC_133176.1	322602	323044	cgi33	0	7.393939394	33
NC_133176.1	326927	327151	cgi34	0.03369565217	8.52173913	23
NC_133176.1	327784	328083	cgi35	0.1650166259	8.826086957	23
NC_133176.1	336421	336721	cgi36	0.1586147186	10.88	25
NC_133176.1	358179	358507	cgi37	0.003003003003	8.918918919	37
NC_133176.1	359605	359828	cgi38	0.07475403384	10	22
NC_133176.1	363688	364181	cgi39	0.09018065268	8.711538462	52
NC_133176.1	385026	385494	cgi40	0.03591871092	10	42
NC_133176.1	392135	392561	cgi41	0.07871014855	11.97826087	46
NC_133176.1	401069	401467	cgi42	0.06250735796	11.27272727	33
NC_133176.1	411092	411530	cgi43	0.06363875444	14.85365854	41
NC_133176.1	421493	421785	cgi44	0.04872589532	10.36363636	22
NC_133176.1	427610	428087	cgi45	0	19.42105263	38
NC_133176.1	463084	463503	cgi46	0	6.5625	48
NC_133176.1	490057	490290	cgi47	0.1700280112	6	17
NC_133176.1	498701	498985	cgi48	0.003333333333	9.933333333	30
NC_133176.1	527188	527414	cgi49	0.01785714286	6.25	16
NC_133176.1	612634	612958	cgi50	0	5	5
NC_133176.1	622516	622719	cgi51	0.07391173641	9.611111111	18
NC_133176.1	643909	644120	cgi52	0.1061807984	11.0625	16
NC_133176.1	685662	686118	cgi53	0	9.942307692	52
NC_133176.1	693599	693953	cgi54	0	7	39
NC_133176.1	785024	785345	cgi55	0.1098248106	8.59375	32
NC_133176.1	827861	828869	cgi56	0.05324675325	6.621212121	66
NC_133176.1	899360	899569	cgi57	0.1583184789	9.294117647	17
NC_133176.1	961251	961485	cgi58	0	11.4	20
NC_133176.1	962099	962584	cgi59	0	11.8372093	43
NC_133176.1	973366	974187	cgi60	0.0419852781	12.42592593	54
NC_133176.1	981928	982440	cgi61	0.1363031234	7.290322581	31
NC_133176.1	995551	996687	cgi62	0	9.243902439	123
NC_133176.1	1084649	1084854	cgi63	0.2170192553	10	17
NC_133176.1	1355820	1356035	cgi64	0.2470899471	6.555555556	18
NC_133176.1	1578625	1578829	cgi65	.	.	0
NC_133176.1	1592750	1592973	cgi66	0.09182900433	8.272727273	22
NC_133176.1	1980790	1981064	cgi67	0.08525185807	15.04761905	21
NC_133176.1	2037650	2038145	cgi68	0	5.93877551	49
NC_133176.1	2049002	2049459	cgi69	0.1455965182	6.806451613	31
NC_133176.1	2079440	2079660	cgi70	0.08571428571	5	7
NC_133176.1	2086818	2087028	cgi71	.	.	0
NC_133176.1	2236473	2236711	cgi72	0.01004784689	8.842105263	19
NC_133176.1	2330939	2331423	cgi73	0	7	47
NC_133176.1	2357184	2357629	cgi74	0.1282186949	6.407407407	27
NC_133176.1	2398564	2398852	cgi75	0	12.75862069	29
NC_133176.1	2678753	2679087	cgi76	.	.	0
NC_133176.1	2694997	2695254	cgi77	.	.	0
NC_133176.1	2716122	2716374	cgi78	0	5	1
NC_133176.1	2734633	2734875	cgi79	0.1	5	8
NC_133176.1	2763127	2763343	cgi80	0.07904761905	6.266666667	15
NC_133176.1	2929854	2930151	cgi81	.	.	0
NC_133176.1	2960853	2961763	cgi82	0	8.682926829	82
NC_133176.1	2999451	3000014	cgi83	0	10.67391304	46
NC_133176.1	3041180	3041707	cgi84	.	.	0
NC_133176.1	3236243	3236464	cgi85	0.1263227513	7.066666667	15
NC_133176.1	3510405	3510742	cgi86	0	8.228571429	35
NC_133176.1	3702127	3702339	cgi87	.	.	0
NC_133176.1	3984554	3984795	cgi88	0.1733709273	6.684210526	19
NC_133176.1	4094927	4095155	cgi89	.	.	0
NC_133176.1	4107656	4108140	cgi90	0.325	5	8
NC_133176.1	4212152	4212353	cgi91	.	.	0
NC_133176.1	4277861	4278121	cgi92	0.06766917293	7.263157895	19
NC_133176.1	4340507	4340735	cgi93	0.1208333333	5.5	8
NC_133176.1	4378748	4378979	cgi94	0.1904761905	5.642857143	14
NC_133176.1	5234177	5234383	cgi95	0.1322344322	6.384615385	13
NC_133176.1	5529682	5529918	cgi96	0.05	5	8
NC_133176.1	5714582	5714793	cgi97	0.07906746032	7.7	20
NC_133176.1	5883702	5884210	cgi98	0.2305860806	6.192307692	26
NC_133176.1	6568536	6568976	cgi99	0	9.837209302	43
NC_133176.1	6678083	6678358	cgi100	0.1370600414	6.434782609	23
NC_133176.1	6856464	6856859	cgi101	0.009852216749	7.620689655	29
NC_133176.1	7147740	7148019	cgi102	0	6.904761905	21
NC_133176.1	7221772	7221998	cgi103	0.08666666667	5.35	20
NC_133176.1	7433006	7433351	cgi104	.	.	0
NC_133176.1	7574224	7574524	cgi105	0	7.870967742	31
NC_133176.1	7592696	7592913	cgi106	0	10.92857143	28
NC_133176.1	7612430	7612765	cgi107	0.1761255411	10.53333333	30
NC_133176.1	7679510	7679849	cgi108	0.001422475107	19.56756757	37
NC_133176.1	7832066	7832325	cgi109	0.1985229277	7.388888889	18
NC_133176.1	7853900	7854172	cgi110	0.1259259259	5.555555556	9
NC_133176.1	7974016	7974233	cgi111	.	.	0
NC_133176.1	7990551	7990804	cgi112	.	.	0
NC_133176.1	8012362	8012779	cgi113	0.1977142857	6.28	25
NC_133176.1	8609503	8609793	cgi114	0	5	19
NC_133176.1	9054092	9054431	cgi115	0.1415982485	8.793103448	29
NC_133176.1	9094929	9095208	cgi116	0	8.964285714	28
NC_133176.1	9111254	9111711	cgi117	0.03724521456	15.92307692	39
NC_133176.1	9263873	9264351	cgi118	0.03463203463	6.363636364	33
NC_133176.1	9301278	9301723	cgi119	0.1625649309	14.93548387	31
NC_133176.1	9315837	9316188	cgi120	0.132034632	6.636363636	22
NC_133176.1	9320686	9320908	cgi121	0	5.375	16
NC_133176.1	9528150	9528361	cgi122	0	7	18
NC_133176.1	9528928	9529299	cgi123	0	6.909090909	33
NC_133176.1	9567967	9568347	cgi124	0	13.35294118	34
NC_133176.1	9568907	9569247	cgi125	0	12.40740741	27
NC_133176.1	9653302	9653516	cgi126	0	7.80952381	21
NC_133176.1	9835600	9836125	cgi127	0.06917480667	12.61111111	36
NC_133176.1	9860405	9860890	cgi128	0	8.825	40
NC_133176.1	9940650	9941850	cgi129	0.000718907261	12.26168224	107
NC_133176.1	9942522	9942802	cgi130	0.07229004329	8.52	25
NC_133176.1	9961865	9962190	cgi131	0.1090206939	15.83333333	24
NC_133176.1	10094609	10095429	cgi132	0	7.477272727	88
NC_133176.1	10126312	10126684	cgi133	0	14.90625	32
NC_133176.1	10136691	10137143	cgi134	0	11.5	36
NC_133176.1	10194368	10194895	cgi135	0.09818041038	7.146341463	41
NC_133176.1	10237781	10238042	cgi136	0.0615530303	9.95	20
NC_133176.1	10343873	10344113	cgi137	0	9.111111111	18
NC_133176.1	10365462	10365718	cgi138	0.03412698413	6.25	24
NC_133176.1	10427566	10428486	cgi139	0	14.79452055	73
NC_133176.1	10510441	10510698	cgi140	.	.	0
NC_133176.1	10519557	10519943	cgi141	.	.	0
NC_133176.1	10551327	10551579	cgi142	0	19.59090909	22
NC_133176.1	10565687	10566220	cgi143	0	10.53333333	60
NC_133176.1	10696208	10696482	cgi144	0.0541630117	18.5	20
NC_133176.1	10708369	10708670	cgi145	0.005128205128	14.5	26
NC_133176.1	10711212	10711647	cgi146	0.02989167695	11.55882353	34
NC_133176.1	10970097	10970320	cgi147	0	8.55	20
NC_133176.1	11351498	11351831	cgi148	0.004761904762	6.966666667	30
NC_133176.1	11355126	11355388	cgi149	0.05357142857	6.571428571	21
NC_133176.1	11428474	11428722	cgi150	0.125	5.25	12
NC_133176.1	11515584	11516056	cgi151	0.003125	9.46875	32
NC_133176.1	11627766	11627999	cgi152	0	14.91666667	24
NC_133176.1	11784805	11785474	cgi153	0	16.96363636	55
NC_133176.1	11895549	11896000	cgi154	0.1161290323	6.870967742	31
NC_133176.1	12020446	12021217	cgi155	0	15.45	60
NC_133176.1	12117037	12117611	cgi156	0.002314814815	8	48
NC_133176.1	12284030	12284452	cgi157	0	10.67741935	31
NC_133176.1	12307395	12307713	cgi158	0.2684210526	5.578947368	19
NC_133176.1	12913130	12913728	cgi159	0	11.16666667	48
NC_133176.1	13185664	13186197	cgi160	0.06183483183	13.1	40
NC_133176.1	13259377	13259734	cgi161	0	6.891891892	37
NC_133176.1	13421862	13422482	cgi162	0.05914387031	8.021276596	47
NC_133176.1	13493041	13493242	cgi163	0	14.36842105	19
NC_133176.1	13493437	13494620	cgi164	0.003058796873	13.54639175	97
NC_133176.1	13496876	13497107	cgi165	0.06690009337	8.411764706	17
NC_133176.1	13678315	13678868	cgi166	0	18.17777778	45
NC_133176.1	13714543	13714934	cgi167	0.09965986395	7	28
NC_133176.1	13737901	13738107	cgi168	0.1005291005	6.277777778	18
NC_133176.1	13747650	13748182	cgi169	0	9	42
NC_133176.1	13760734	13760981	cgi170	0.2969564221	15.11764706	17
NC_133176.1	14157074	14159529	cgi171	0.0004688232536	8.729957806	237
NC_133176.1	14186620	14186864	cgi172	0.1853653014	13.36	25
NC_133176.1	14665225	14665543	cgi173	0	11.96666667	30
NC_133176.1	15347356	15347751	cgi174	0.0849047619	6.56	25
NC_133176.1	15363706	15364217	cgi175	0	8.38	50
NC_133176.1	15413032	15413642	cgi176	0	12.46808511	47
NC_133176.1	15619988	15621070	cgi177	0.0009398496241	13.77631579	76
NC_133176.1	15671197	15671469	cgi178	0.04752380952	7.08	25
NC_133176.1	15726944	15727428	cgi179	0	11.73809524	42
NC_133176.1	15731744	15732083	cgi180	0	12.95833333	24
NC_133176.1	15756241	15757127	cgi181	.	.	0
NC_133176.1	15766923	15767197	cgi182	0	5	17
NC_133176.1	15838680	15838984	cgi183	0	9.774193548	31
NC_133176.1	16271935	16272266	cgi184	.	.	0
NC_133176.1	16624548	16624994	cgi185	0	10.80952381	42
NC_133176.1	16627921	16628369	cgi186	0.1105134764	13.39393939	33
NC_133176.1	16689547	16689944	cgi187	0.2162454505	9.657894737	38
NC_133176.1	16748083	16748428	cgi188	0	11	37
NC_133176.1	16817581	16817861	cgi189	0.02171428571	14.68	25
NC_133176.1	17252943	17253157	cgi190	.	.	0
NC_133176.1	17943916	17944199	cgi191	0	7.833333333	30
NC_133176.1	17946666	17947113	cgi192	0	6.457142857	35
NC_133176.1	18059218	18059507	cgi193	0	15.27272727	22
NC_133176.1	18917255	18917626	cgi194	0	8.303030303	33
NC_133176.1	19047957	19048304	cgi195	0.1984126984	6.142857143	21
NC_133176.1	19056087	19056510	cgi196	.	.	0
NC_133176.1	19135673	19136103	cgi197	0.002525252525	11.75757576	33
NC_133176.1	19137231	19137749	cgi198	0	10.58333333	36
NC_133176.1	19394726	19395022	cgi199	0	15.41935484	31
NC_133176.1	19980830	19981445	cgi200	0	11.58333333	60
NC_133176.1	20135022	20135317	cgi201	0.008	5	25
NC_133176.1	20431160	20431380	cgi202	0.2037815126	6.941176471	17
NC_133176.1	20452369	20452721	cgi203	.	.	0
NC_133176.1	20468197	20468415	cgi204	.	.	0
NC_133176.1	20478345	20479064	cgi205	0	9.740740741	54
NC_133176.1	20782475	20782923	cgi206	0	7.238095238	42
NC_133176.1	20873584	20873830	cgi207	0.0787824104	13.52941176	17
NC_133176.1	20876283	20876570	cgi208	0.1908408778	17.5	22
NC_133176.1	20941099	20941565	cgi209	0	9.976744186	43
NC_133176.1	21016177	21016638	cgi210	0.005698005698	8.897435897	39
NC_133176.1	21244984	21245253	cgi211	0.1875	5.75	16
NC_133176.1	21267384	21267976	cgi212	0	8.803921569	51
NC_133176.1	21574417	21574889	cgi213	0	5	35
NC_133176.1	21784524	21784945	cgi214	0	14.82758621	29
NC_133176.1	22105936	22106434	cgi215	0.01785714286	7	38
NC_133176.1	22336957	22337256	cgi216	0.003007518797	18.94285714	35
NC_133176.1	22422444	22422858	cgi217	0	5.857142857	35
NC_133176.1	22766635	22766919	cgi218	.	.	0
NC_133176.1	22859803	22860055	cgi219	.	.	0
NC_133176.1	22979529	22979957	cgi220	0	12.45	40
NC_133176.1	23053212	23053667	cgi221	0	9.757575758	33
NC_133176.1	23300550	23300829	cgi222	0	5	31
NC_133176.1	23980551	23980802	cgi223	0	14.44	25
NC_133176.1	24080638	24080854	cgi224	0	5	18
NC_133176.1	24125353	24125559	cgi225	0.08544973545	7.666666667	15
NC_133176.1	24233601	24233829	cgi226	0	7.444444444	18
NC_133176.1	24260738	24261154	cgi227	0	7.891891892	37
NC_133176.1	24339913	24340454	cgi228	.	.	0
NC_133176.1	24417743	24417998	cgi229	.	.	0
NC_133176.1	24529590	24529791	cgi230	.	.	0
NC_133176.1	24729898	24730659	cgi231	0	11.69811321	53
NC_133176.1	24735422	24735744	cgi232	0.002463054187	13.13793103	29
NC_133176.1	25122432	25122899	cgi233	0	13.14285714	35
NC_133176.1	25160131	25160549	cgi234	0	6.916666667	36
NC_133176.1	25357902	25358391	cgi235	0.002631578947	9.631578947	38
NC_133176.1	25693106	25694057	cgi236	0.03141807687	10.01298701	77
NC_133176.1	25968504	25968843	cgi237	0.003496503497	11.46153846	26
NC_133176.1	25992618	25992822	cgi238	.	.	0
NC_133176.1	26152557	26153127	cgi239	0	7.933333333	45
NC_133176.1	26538081	26538713	cgi240	0	5.4	60
NC_133176.1	26645500	26646019	cgi241	0.1743135993	7.297297297	37
NC_133176.1	27261730	27261934	cgi242	0.05738747591	14.66666667	21
NC_133176.1	27296521	27296742	cgi243	.	.	0
