NC_133176.1	188558	193571	141383674	0	-	0.005159142659	10.63513514	370
NC_133176.1	197056	202293	192301	0	-	0.009758819734	11.88279302	401
NC_133176.1	202375	206786	386640	0	+	.	.	0
NC_133176.1	208979	214254	100001781	0	+	.	.	0
NC_133176.1	217750	224411	550463	0	+	.	.	0
NC_133176.1	226818	229274	550239	0	+	.	.	0
NC_133176.1	229395	234639	323208	0	-	0.0016469855	14.38834951	515
NC_133176.1	234921	239914	393364	0	-	0.005854501108	20.31976744	516
NC_133176.1	240911	255173	100332762	0	-	0.003464261404	19.54974208	1357
NC_133176.1	255789	261607	407680	0	-	0.01145277409	15.97894737	380
NC_133176.1	281231	311297	100144570	0	+	.	.	0
NC_133176.1	313742	320662	792623	0	+	.	.	0
NC_133176.1	321913	335566	30715	0	+	.	.	0
NC_133176.1	335659	338327	792477	0	-	0.001091917014	12.7486911	191
NC_133176.1	341685	354688	100101654	0	-	0.002642684853	11.23286385	1065
NC_133176.1	355231	358804	791208	0	-	0.002412461172	19.62804878	328
NC_133176.1	359082	360040	100332229	0	+	.	.	0
NC_133176.1	361556	371876	335153	0	-	0.003090044269	11.30513051	1111
NC_133176.1	366114	373151	101885776	0	+	.	.	0
NC_133176.1	377229	386997	100038778	0	+	.	.	0
NC_133176.1	387818	393105	114423	0	+	.	.	0
NC_133176.1	395095	401941	282671	0	+	.	.	0
NC_133176.1	403879	412290	282670	0	+	.	.	0
NC_133176.1	414407	422123	558106	0	+	.	.	0
NC_133176.1	422123	427659	492509	0	-	0.005074371402	13.69138756	418
NC_133176.1	427844	438958	394002	0	+	.	.	0
NC_133176.1	442034	455148	324985	0	+	.	.	0
NC_133176.1	456259	463319	406711	0	-	0.003948801743	8.678104575	612
NC_133176.1	468590	477556	450012	0	-	0.005383348308	7.018867925	954
NC_133176.1	477518	484668	141383747	0	+	.	.	0
NC_133176.1	479524	486266	415246	0	-	0.00612244898	5.987755102	245
NC_133176.1	485724	497506	564309	0	+	.	.	0
NC_133176.1	497688	513231	393749	0	+	.	.	0
NC_133176.1	515712	529658	564152	0	+	.	.	0
NC_133176.1	531528	567628	767754	0	+	.	.	0
NC_133176.1	568323	587190	103911743	0	+	.	.	0
NC_133176.1	587410	612880	335830	0	-	0.006985327921	11.76454139	1788
NC_133176.1	613575	617830	141383826	0	+	.	.	0
NC_133176.1	617903	628646	768180	0	-	0.005866708443	14.78139535	1075
NC_133176.1	630297	685885	100318936	0	-	0.002868373779	10.54717514	3540
NC_133176.1	693651	719154	100331669	0	+	.	.	0
NC_133176.1	718568	737755	100149425	0	-	0.01080265965	8.732610659	1107
NC_133176.1	742269	747209	436634	0	-	0.001158301158	6.885885886	333
NC_133176.1	749354	769616	541502	0	-	0.005289385192	8.994174757	1545
NC_133176.1	769632	780958	114452	0	+	.	.	0
NC_133176.1	784358	789124	492460	0	-	0.002238290819	15.20134228	298
NC_133176.1	789323	800216	641329	0	+	.	.	0
NC_133176.1	794190	799771	572312	0	-	0.01025059195	7.306629834	362
NC_133176.1	800036	806277	493604	0	+	.	.	0
NC_133176.1	808103	824995	101885540	0	+	.	.	0
NC_133176.1	827442	833849	101885604	0	-	0.005994447249	6.607773852	283
NC_133176.1	851959	852037	100033679	0	+	.	.	0
NC_133176.1	856190	866850	334588	0	+	.	.	0
NC_133176.1	870923	886150	100005261	0	+	.	.	0
NC_133176.1	888240	892497	406599	0	-	0.005	9.124590164	305
NC_133176.1	895712	938328	58083	0	-	0.007724875884	9.985830677	2823
NC_133176.1	931317	935043	141383918	0	+	.	.	0
NC_133176.1	939912	951327	405818	0	-	0.01117622649	9.796624473	1185
NC_133176.1	953798	966292	565145	0	-	0.005044206863	10.56062767	701
NC_133176.1	968735	1013664	565053	0	-	0.00886442004	8.726750449	2785
NC_133176.1	1107566	1110307	137495378	0	-	.	.	0
NC_133176.1	1156020	1312802	436775	0	+	.	.	0
NC_133176.1	1314904	1349146	58141	0	-	0.007647698536	10.71590414	2295
NC_133176.1	1350911	1358690	100332351	0	-	0.01116772117	7.698076923	520
NC_133176.1	1372654	1373879	101882330	0	-	0.003227194492	6.084337349	83
NC_133176.1	1437748	1842189	767777	0	-	0.0118398027	7.665551229	16436
NC_133176.1	1652105	1653156	141384273	0	+	.	.	0
NC_133176.1	1653459	1654519	137495379	0	+	.	.	0
NC_133176.1	1841623	1940296	141384236	0	+	.	.	0
NC_133176.1	1957976	1972776	795664	0	+	.	.	0
NC_133176.1	1974678	2002624	565999	0	+	.	.	0
NC_133176.1	2006207	2023528	795531	0	-	0.003969606058	7.675174014	862
NC_133176.1	2026073	2038105	110439729	0	-	0.003883495146	5	103
NC_133176.1	2043817	2267823	58126	0	-	0.01106385134	8.376331676	11264
NC_133176.1	2260034	2260115	100628775	0	+	.	.	0
NC_133176.1	2284670	2299345	100001008	0	+	.	.	0
NC_133176.1	2302501	2331386	100333907	0	-	0.009241562119	10.84379001	1562
NC_133176.1	2306476	2311113	141384037	0	+	.	.	0
NC_133176.1	2331096	2361176	336348	0	+	.	.	0
NC_133176.1	2365650	2369008	336928	0	-	0	6.78021978	91
NC_133176.1	2398534	2424014	137495381	0	+	.	.	0
NC_133176.1	2425870	2442276	64615	0	+	.	.	0
NC_133176.1	2448285	2467681	64612	0	+	.	.	0
NC_133176.1	2507722	2557421	108187381	0	-	0.008535808696	7.56333169	2029
NC_133176.1	2525564	2533042	64613	0	+	.	.	0
NC_133176.1	2542167	2552588	64614	0	+	.	.	0
NC_133176.1	2575311	2587514	245703	0	+	.	.	0
NC_133176.1	2595622	2665610	100004401	0	-	0.00761238618	8.127949853	2712
NC_133176.1	2634169	2639021	141384207	0	+	.	.	0
NC_133176.1	2639697	2649203	101884500	0	+	.	.	0
NC_133176.1	2651589	2665496	101884448	0	+	.	.	0
NC_133176.1	2678796	2740380	101884699	0	+	.	.	0
NC_133176.1	2760154	2767501	100004287	0	+	.	.	0
NC_133176.1	2786084	2789634	678638	0	-	0.005565435026	9.614107884	241
NC_133176.1	2796143	2805632	100005578	0	-	0.004883460766	8.440422323	663
NC_133176.1	2810880	2822927	100004138	0	-	0.007985608842	7.571603427	817
NC_133176.1	2840688	2955581	560384	0	+	.	.	0
NC_133176.1	2961560	2979320	100003903	0	+	.	.	0
NC_133176.1	2978938	2990175	141384284	0	-	0.01456482114	8.928229665	627
NC_133176.1	2990002	2996135	137495389	0	+	.	.	0
NC_133176.1	2999730	3038882	569455	0	+	.	.	0
NC_133176.1	3014921	3015059	137496068	0	+	.	.	0
NC_133176.1	3041283	3186459	100329707	0	+	.	.	0
NC_133176.1	3070951	3096507	100538112	0	-	.	.	0
NC_133176.1	3187362	3189736	100038780	0	-	.	.	0
NC_133176.1	3190504	3193475	447805	0	-	.	.	0
NC_133176.1	3194481	3197867	777609	0	-	0.04181583616	9.254716981	106
NC_133176.1	3290586	3476133	141384360	0	+	.	.	0
NC_133176.1	3299278	3303632	141384356	0	+	.	.	0
NC_133176.1	3440055	3442859	137495390	0	+	.	.	0
NC_133176.1	3510322	3516226	141384366	0	-	0.006440056224	8.468682505	463
NC_133176.1	3510388	3854229	571904	0	+	.	.	0
NC_133176.1	3601262	3617644	141384367	0	+	.	.	0
NC_133176.1	3607723	3617644	141384361	0	+	.	.	0
NC_133176.1	3656254	3659009	137495391	0	+	.	.	0
NC_133176.1	3734990	3742443	101885221	0	+	.	.	0
NC_133176.1	3885897	4184220	559454	0	-	0.006846274499	7.496316973	12897
NC_133176.1	3896628	3927198	141375513	0	-	0.01256196046	6.778947368	570
NC_133176.1	4186154	4188815	141384368	0	-	0.00101010101	6.175757576	165
NC_133176.1	4186321	4186406	100033614	0	-	0	5.666666667	3
NC_133176.1	4186438	4186525	100033577	0	-	0	6.25	8
NC_133176.1	4186557	4186710	100033580	0	-	0	6.142857143	7
NC_133176.1	4186802	4186891	100033576	0	-	0.02777777778	6	6
NC_133176.1	4186960	4187043	100033573	0	-	0	5	4
NC_133176.1	4187066	4187204	100033570	0	-	0	5	11
NC_133176.1	5033486	5244555	137495392	0	+	.	.	0
NC_133176.1	5162774	5168856	101882841	0	-	0.005075948069	10.44418052	421
NC_133176.1	5367158	5402711	141384398	0	-	0.01315021568	6.257548845	1126
NC_133176.1	5426644	5474667	324096	0	+	.	.	0
NC_133176.1	5501099	5569592	141384400	0	-	0.01108193834	7.610076207	2362
NC_133176.1	5529665	5529815	137496058	0	-	.	.	0
NC_133176.1	5621426	5625348	137495394	0	-	0.009539429643	8.632302405	291
NC_133176.1	5881096	5886335	558743	0	+	.	.	0
NC_133176.1	6324334	6328499	141375509	0	-	0.0005175983437	5.639751553	322
NC_133176.1	6539622	6577495	141384377	0	-	0.01241185781	11.04222649	2605
NC_133176.1	6675262	6679349	335098	0	+	.	.	0
NC_133176.1	6712080	6715838	141384404	0	-	0.007478903729	14.08921933	269
NC_133176.1	6757696	6798178	406656	0	-	0.01461543625	8.910602911	1924
NC_133176.1	6804403	6820235	393664	0	+	.	.	0
NC_133176.1	6819675	6821130	141384402	0	-	0.002808988764	7.033707865	89
NC_133176.1	6823820	6838706	550323	0	+	.	.	0
NC_133176.1	6851160	6856948	406206	0	-	0.002420892599	7.487012987	308
NC_133176.1	6887461	6905739	140622	0	+	.	.	0
NC_133176.1	6905736	6944674	334613	0	-	0.004791883636	12.70811221	2638
NC_133176.1	6978278	6989391	100005630	0	+	.	.	0
NC_133176.1	7009015	7148069	405901	0	-	0.01141013889	9.540651071	6113
NC_133176.1	7197116	7488277	100149472	0	-	0.01039917791	7.903502863	11876
NC_133176.1	7487461	7525402	137494837	0	+	.	.	0
NC_133176.1	7537797	7563540	564067	0	+	.	.	0
NC_133176.1	7564672	7572499	334868	0	+	.	.	0
NC_133176.1	7574489	7588204	553319	0	+	.	.	0
NC_133176.1	7592601	7613680	564232	0	+	.	.	0
NC_133176.1	7621497	7628160	767794	0	-	0.004816264405	5.942922374	438
NC_133176.1	7624658	7647032	564382	0	+	.	.	0
NC_133176.1	7647119	7675444	553318	0	+	.	.	0
NC_133176.1	7679554	7771134	100331355	0	+	.	.	0
NC_133176.1	7784624	7815307	141384432	0	+	.	.	0
